iduser,pop57,edfa57q,edmo57q,sesp57,hsdm57,hsrankq,tchevl,gwiiq_bm,relfml,milty,mlentr,mx014rer,mx015rer,iduser0,sexrsp,packyears,edfa57qmis,edmo57qmis,sesp57mis,hsrankqmis
257008,2,7,16,3,3,26,0,113,1,1,2,0,0,1,,0,0,0,0,0
257013,2,-1,-1,4,3,50,0,106,39,1,2,20,1,1,,20,1,1,0,0
257014,2,7,7,3,3,98,1,139,1,0,-2,0,0,1,,0,0,0,0,0
258001,5,12,12,4,3,1,0,61,40,0,-2,0,0,1,,0,0,0,0,0
258003,5,14,16,3,3,95,1,123,1,0,-2,0,0,1,,0,0,0,0,0
258005,5,7,7,3,3,15,0,91,1,1,2,30,1,1,,30,0,0,0,0
258008,5,12,12,3,3,40,0,115,1,1,2,32,3,1,,96,0,0,0,0
258014,5,16,16,4,3,58,0,112,1,1,2,0,0,1,,0,0,0,0,0
258024,5,7,7,3,3,88,0,104,1,0,-2,0,0,1,,0,0,0,0,0
258027,5,7,7,4,3,78,0,97,1,1,1,0,0,1,,0,0,0,0,0
258030,5,10,10,3,3,32,0,96,1,1,2,24,1,1,,24,0,0,0,0
258037,5,10,10,3,3,23,0,78,18,0,-2,0,0,1,,0,0,0,0,0
258038,5,7,7,3,3,57,0,89,1,1,1,0,0,1,,0,0,0,0,0
258042,5,7,13,2,3,93,1,102,43,1,2,0,0,1,,0,0,0,0,0
258043,5,7,7,3,3,55,0,86,1,1,2,0,0,1,,0,0,0,0,0
258044,5,12,10,-3,3,32,0,99,1,1,2,35,2,1,,70,0,0,1,0
258046,5,12,12,2,3,54,0,118,1,1,2,40,1,1,,40,0,0,0,0
259001,3,-3,-3,3,3,19,0,79,1,0,-2,30,2,1,,60,1,1,0,0
259003,3,7,7,3,3,58,0,96,43,1,2,12,2,1,,24,0,0,0,0
259005,3,14,12,3,3,83,0,91,1,0,-2,0,0,1,,0,0,0,0,0
259010,3,7,7,3,3,75,1,98,43,0,-2,0,0,1,,0,0,0,0,0
260003,2,7,7,3,3,48,0,93,18,1,2,26,1,1,,26,0,0,0,0
261005,3,12,12,3,3,42,0,99,39,0,-2,35,1,1,,35,0,0,0,0
261007,3,12,10,3,3,38,0,121,1,1,2,25,1,1,,25,0,0,0,0
261009,3,7,10,3,3,0,0,85,1,0,-2,0,0,1,,0,0,0,0,0
262006,4,7,7,3,3,-3,0,109,41,0,-2,0,0,1,,0,0,0,0,1
262008,4,12,7,3,3,-3,0,93,39,1,2,25,2,1,,50,0,0,0,1
262010,4,13,16,3,3,-3,0,101,39,0,-2,35,2,1,,70,0,0,0,1
262015,4,12,12,4,3,89,0,104,1,1,4,32,1,1,,32,0,0,0,0
262018,4,10,10,3,3,-3,0,94,1,1,2,0,0,1,,0,0,0,0,1
263007,2,12,12,3,3,78,0,121,43,0,-2,20,1,1,,20,0,0,0,0
263008,2,7,7,3,3,67,0,129,1,0,-2,26,3,1,,78,0,0,0,0
264001,4,7,10,3,3,20,1,83,1,1,2,22,3,1,,66,0,0,0,0
264003,4,16,-1,3,3,48,0,115,96,1,2,34,2,1,,68,0,1,0,0
264008,4,7,10,3,3,69,0,104,96,0,-2,0,0,1,,0,0,0,0,0
264010,4,16,14,3,3,81,0,120,43,0,-2,0,0,1,,0,0,0,0,0
264016,4,7,14,3,3,51,0,103,18,0,-2,28,2,1,,56,0,0,0,0
264017,4,12,12,3,3,84,0,97,43,0,-2,0,0,1,,0,0,0,0,0
264024,4,10,7,2,3,89,1,124,43,0,-2,0,0,1,,0,0,0,0,0
265001,3,7,7,3,3,46,0,75,1,1,2,3,0,1,,0,0,0,0,0
265002,3,16,12,3,3,48,0,98,40,0,-2,10,2,1,,20,0,0,0,0
265003,3,12,13,3,3,10,0,104,39,1,2,35,1,1,,35,0,0,0,0
265005,3,7,7,3,3,42,0,103,39,0,-2,5,1,1,,5,0,0,0,0
265008,3,12,14,4,3,88,0,127,96,0,-2,10,1,1,,10,0,0,0,0
265010,3,13,12,4,3,98,1,133,1,1,4,10,2,1,,20,0,0,0,0
265013,3,10,12,4,3,22,0,82,39,0,-2,10,0,1,,0,0,0,0,0
266001,4,13,10,4,3,69,1,125,39,1,2,0,0,1,,0,0,0,0,0
266004,4,13,7,2,3,56,1,88,1,0,-2,20,0,1,,0,0,0,0,0
267005,2,13,-1,2,3,24,0,86,39,0,-2,0,0,1,,0,0,1,0,0
267006,2,7,12,3,3,88,0,104,38,0,-2,5,1,1,,5,0,0,0,0
267008,2,7,10,3,3,12,0,92,39,0,-2,22,1,1,,22,0,0,0,0
268001,4,-1,12,4,3,46,0,109,1,1,2,0,0,1,,0,1,0,0,0
268019,4,7,7,3,3,19,0,89,1,0,-2,35,4,1,,140,0,0,0,0
268020,4,10,7,3,3,2,0,89,40,0,-2,30,2,1,,60,0,0,0,0
268026,4,7,10,3,3,42,0,113,39,0,-2,0,0,1,,0,0,0,0,0
268029,4,10,10,3,3,40,1,94,1,0,-2,0,0,1,,0,0,0,0,0
268031,4,7,12,3,3,51,0,81,1,1,1,0,0,1,,0,0,0,0,0
268033,4,7,7,2,3,23,0,102,1,1,2,3,1,1,,3,0,0,0,0
268038,4,12,12,3,3,78,0,102,44,0,-2,34,0,1,,0,0,0,0,0
268044,4,14,12,5,3,8,1,102,1,1,2,37,1,1,,37,0,0,0,0
268045,4,12,12,3,3,97,1,127,43,0,-2,5,0,1,,0,0,0,0,0
268048,4,13,10,4,3,59,1,106,1,0,-2,35,1,1,,35,0,0,0,0
268050,4,7,7,3,3,33,0,99,68,0,-2,36,2,1,,72,0,0,0,0
268053,4,-1,12,3,3,17,0,82,1,1,2,5,1,1,,5,1,0,0,0
268054,4,7,7,3,3,44,0,107,39,1,2,30,0,1,,0,0,0,0,0
268056,4,-1,-1,3,3,6,0,71,44,0,-2,30,2,1,,60,1,1,0,0
268062,4,14,7,4,3,90,1,117,39,0,-2,5,1,1,,5,0,0,0,0
269001,2,7,10,3,3,86,0,113,39,1,2,35,2,1,,70,0,0,0,0
269007,2,12,7,3,3,39,0,101,1,0,-2,35,2,1,,70,0,0,0,0
269012,2,13,12,3,3,97,1,117,96,0,-2,5,2,1,,10,0,0,0,0
269014,2,13,10,3,3,74,0,107,39,0,-2,0,0,1,,0,0,0,0,0
270002,2,7,7,4,3,63,0,83,1,0,-2,10,1,1,,10,0,0,0,0
270007,2,7,7,3,3,3,0,82,1,0,-2,17,1,1,,17,0,0,0,0
270009,2,10,10,3,3,6,0,89,39,1,2,35,1,1,,35,0,0,0,0
270011,2,7,7,3,3,20,0,98,1,0,-2,8,2,1,,16,0,0,0,0
271008,3,-1,-1,3,3,65,0,104,39,0,-2,3,0,1,,0,1,1,0,0
271009,3,13,12,2,3,26,0,107,96,0,-2,0,0,1,,0,0,0,0,0
271013,3,10,13,3,3,50,0,99,39,1,2,1,1,1,,1,0,0,0,0
271016,3,14,7,4,3,61,0,109,39,0,-2,10,2,1,,20,0,0,0,0
273001,2,10,10,3,3,-3,0,115,39,0,-2,11,1,1,,11,0,0,0,1
273008,2,7,7,3,3,-3,0,92,1,1,1,0,0,1,,0,0,0,0,1
274001,4,7,7,3,3,97,1,124,39,0,-2,12,2,1,,24,0,0,0,0
274005,4,7,16,3,3,45,0,109,39,1,1,25,1,1,,25,0,0,0,0
274006,4,12,12,3,3,25,0,101,43,1,2,0,0,1,,0,0,0,0,0
274009,4,12,13,2,3,53,0,109,1,0,-2,0,0,1,,0,0,0,0,0
274011,4,7,7,3,3,69,1,97,39,1,2,38,2,1,,76,0,0,0,0
274014,4,7,14,3,3,96,1,106,1,0,-2,0,0,1,,0,0,0,0,0
274015,4,7,12,4,3,40,0,109,1,1,2,5,1,1,,5,0,0,0,0
274022,4,10,12,3,3,9,0,82,1,1,1,0,0,1,,0,0,0,0,0
274024,4,10,10,3,3,97,1,121,40,0,-2,0,0,1,,0,0,0,0,0
275002,4,10,12,4,3,65,0,104,1,1,1,0,0,1,,0,0,0,0,0
275004,4,10,7,3,3,63,0,75,18,0,-2,16,2,1,,32,0,0,0,0
275007,4,16,13,4,3,37,0,113,38,1,2,40,1,1,,40,0,0,0,0
275008,4,12,14,3,3,84,0,101,39,0,-2,0,0,1,,0,0,0,0,0
275011,4,14,13,4,3,41,0,85,41,1,2,10,2,1,,20,0,0,0,0
275015,4,14,12,3,3,81,0,121,1,0,-2,10,1,1,,10,0,0,0,0
275017,4,16,16,5,3,72,0,112,96,1,2,35,1,1,,35,0,0,0,0
275022,4,-3,16,3,3,13,0,107,43,1,2,38,1,1,,38,1,0,0,0
275036,4,7,7,3,3,90,0,112,39,1,2,0,0,1,,0,0,0,0,0
275045,4,12,12,4,3,57,0,107,43,0,-2,0,0,1,,0,0,0,0,0
275046,4,10,7,3,3,5,0,89,1,0,-2,36,0,1,,0,0,0,0,0
275049,4,13,14,3,3,-3,0,75,1,0,-2,17,1,1,,17,0,0,0,1
277004,9,12,12,3,1,16,0,83,1,1,2,34,1,1,,34,0,0,0,0
277012,9,13,10,3,1,81,0,104,1,0,-2,0,0,1,,0,0,0,0,0
277016,9,7,12,3,1,48,0,99,1,1,2,0,0,1,,0,0,0,0,0
277021,9,10,13,3,1,52,0,94,1,1,1,10,0,1,,0,0,0,0,0
277024,9,12,12,3,1,6,0,93,1,0,-2,30,1,1,,30,0,0,0,0
277027,9,10,10,3,1,72,0,109,1,0,-2,37,2,1,,74,0,0,0,0
277033,9,16,12,3,1,58,0,111,1,1,2,20,0,1,,0,0,0,0,0
277035,9,7,7,3,1,94,0,104,1,0,-2,0,0,1,,0,0,0,0,0
278001,4,16,16,4,3,76,0,109,1,1,1,0,0,1,,0,0,0,0,0
278002,4,12,7,3,3,39,1,94,38,0,-2,11,3,1,,33,0,0,0,0
278007,4,16,-1,3,3,65,0,129,1,1,2,18,2,1,,36,0,1,0,0
278011,4,7,10,1,3,23,0,121,43,1,2,0,0,1,,0,0,0,0,0
278012,4,7,7,3,3,24,1,113,1,1,2,25,2,1,,50,0,0,0,0
278013,4,7,12,3,3,19,0,87,39,0,-2,0,0,1,,0,0,0,0,0
278017,4,16,16,3,3,69,0,121,41,0,-2,20,1,1,,20,0,0,0,0
278021,4,7,-1,4,3,69,0,109,38,0,-2,0,0,1,,0,0,1,0,0
278023,4,10,10,3,3,29,0,109,43,1,2,0,0,1,,0,0,0,0,0
278024,4,10,12,4,3,33,0,111,43,1,2,18,2,1,,36,0,0,0,0
278025,4,7,7,3,3,9,0,93,1,0,-2,20,1,1,,20,0,0,0,0
278029,4,7,16,3,3,87,1,118,43,0,-2,0,0,1,,0,0,0,0,0
278032,4,10,7,3,3,26,0,89,1,0,-2,25,1,1,,25,0,0,0,0
279001,2,7,12,3,3,0,0,91,39,0,-2,0,0,1,,0,0,0,0,0
280008,3,13,12,-3,3,85,0,121,39,0,-2,25,1,1,,25,0,0,1,0
280009,3,-3,-3,-3,3,19,0,92,43,1,2,35,1,1,,35,1,1,1,0
281001,5,7,10,3,3,82,0,106,71,0,-2,0,0,1,,0,0,0,0,0
281004,5,10,10,3,3,5,0,78,39,0,-2,21,1,1,,21,0,0,0,0
281012,5,13,7,3,3,45,0,96,1,0,-2,0,0,1,,0,0,0,0,0
281016,5,-1,-1,3,3,33,0,88,38,0,-2,35,1,1,,35,1,1,0,0
281018,5,7,7,4,3,63,1,106,39,1,2,22,1,1,,22,0,0,0,0
281019,5,12,12,3,3,48,0,125,39,1,2,0,0,1,,0,0,0,0,0
281023,5,7,12,3,3,11,0,86,1,0,-2,5,1,1,,5,0,0,0,0
281025,5,10,12,3,3,84,0,109,1,0,-2,0,0,1,,0,0,0,0,0
281026,5,12,10,3,3,42,0,106,39,1,2,30,1,1,,30,0,0,0,0
281030,5,10,12,3,3,57,0,96,39,0,-2,0,0,1,,0,0,0,0,0
281035,5,14,14,4,3,50,0,99,40,0,-2,0,0,1,,0,0,0,0,0
281041,5,7,12,3,3,81,0,121,43,0,-2,20,1,1,,20,0,0,0,0
281049,5,12,12,3,3,46,0,101,40,0,-2,30,1,1,,30,0,0,0,0
281050,5,16,12,4,3,86,0,125,1,0,-2,8,2,1,,16,0,0,0,0
281053,5,12,12,4,3,23,0,85,39,1,2,20,2,1,,40,0,0,0,0
281054,5,10,7,3,3,95,0,120,39,0,-2,27,0,1,,0,0,0,0,0
281059,5,12,12,4,3,66,0,93,40,1,2,20,3,1,,60,0,0,0,0
281065,5,7,7,4,3,51,0,111,1,0,-2,0,0,1,,0,0,0,0,0
281073,5,7,7,3,3,37,0,85,1,0,-2,15,1,1,,15,0,0,0,0
281074,5,-1,-1,-3,3,25,0,89,39,1,2,0,0,1,,0,1,1,1,0
282004,4,7,7,3,3,81,0,121,39,1,2,10,1,1,,10,0,0,0,0
282006,4,12,7,4,3,93,0,123,1,1,2,15,3,1,,45,0,0,0,0
282011,4,7,7,3,3,43,0,101,40,1,2,0,0,1,,0,0,0,0,0
282013,4,12,7,3,3,64,0,109,1,1,2,14,2,1,,28,0,0,0,0
282017,4,7,7,3,3,20,0,94,39,0,-2,7,0,1,,0,0,0,0,0
282018,4,14,7,4,3,45,0,102,1,0,-2,33,2,1,,66,0,0,0,0
282028,4,7,7,3,3,72,0,82,40,0,-2,0,0,1,,0,0,0,0,0
282030,4,10,12,4,3,50,0,101,39,0,-2,31,2,1,,62,0,0,0,0
282033,4,-1,12,4,3,71,0,109,43,1,2,14,1,1,,14,1,0,0,0
282036,4,12,12,3,3,98,1,133,39,1,4,20,0,1,,0,0,0,0,0
283001,2,12,12,-3,3,0,0,75,39,0,-2,0,0,1,,0,0,0,1,0
284004,2,7,10,3,3,15,0,88,38,1,2,0,0,1,,0,0,0,0,0
286002,3,7,7,3,3,38,0,78,43,0,-2,0,0,1,,0,0,0,0,0
286006,3,18,18,4,3,99,1,124,41,0,-2,0,0,1,,0,0,0,0,0
286008,3,10,12,3,3,45,0,101,39,1,2,0,0,1,,0,0,0,0,0
286014,3,7,14,3,3,93,0,127,39,0,-2,0,0,1,,0,0,0,0,0
286015,3,12,12,3,3,25,0,99,1,1,2,37,1,1,,37,0,0,0,0
286017,3,10,14,3,3,94,1,124,39,0,-2,30,0,1,,0,0,0,0,0
286019,3,12,10,3,3,14,0,75,43,0,-2,10,2,1,,20,0,0,0,0
286021,3,7,7,3,3,13,0,71,43,0,-2,30,1,1,,30,0,0,0,0
287001,4,10,7,3,3,75,0,109,1,1,2,5,2,1,,10,0,0,0,0
287006,4,10,10,2,3,64,0,101,1,0,-2,25,0,1,,0,0,0,0,0
287008,4,18,16,3,3,97,0,139,38,0,-2,4,1,1,,4,0,0,0,0
287010,4,13,13,4,3,14,0,92,1,0,-2,20,1,1,,20,0,0,0,0
287011,4,14,13,3,3,34,0,106,1,1,2,25,2,1,,50,0,0,0,0
287015,4,12,7,4,3,12,0,89,1,0,-2,36,1,1,,36,0,0,0,0
288001,2,-1,-1,3,3,6,0,92,1,0,-2,30,1,1,,30,1,1,0,0
288007,2,12,-3,3,3,42,0,97,1,1,2,30,1,1,,30,0,1,0,0
288009,2,-3,12,3,3,75,0,111,1,1,2,0,0,1,,0,1,0,0,0
288011,2,-1,-1,3,3,50,0,109,18,0,-2,0,0,1,,0,1,1,0,0
288018,2,-1,-1,5,3,8,0,109,1,1,1,35,2,1,,70,1,1,0,0
289010,3,7,10,3,3,48,0,97,39,0,-2,20,1,1,,20,0,0,0,0
289014,3,7,10,2,3,79,0,123,39,1,2,35,1,1,,35,0,0,0,0
289017,3,13,7,3,3,39,0,103,39,0,-2,0,0,1,,0,0,0,0,0
290003,9,14,18,5,2,86,0,133,43,0,-2,5,2,1,,10,0,0,0,0
290008,9,18,16,3,2,22,0,103,41,1,2,0,0,1,,0,0,0,0,0
291004,3,10,18,-3,3,7,0,73,1,0,-2,35,1,1,,35,0,0,1,0
291005,3,7,7,-3,3,67,0,106,39,1,2,0,0,1,,0,0,0,1,0
291008,3,14,10,3,3,0,0,82,39,0,-2,12,1,1,,12,0,0,0,0
291013,3,7,7,3,3,80,1,97,39,0,-2,0,0,1,,0,0,0,0,0
292003,3,7,-1,3,3,74,0,112,43,1,2,0,0,1,,0,0,1,0,0
292014,3,12,12,4,3,33,0,99,39,1,2,25,2,1,,50,0,0,0,0
294004,7,10,10,3,3,39,0,93,41,0,-2,0,0,1,,0,0,0,0,0
294005,7,12,13,4,3,82,0,129,39,0,-2,0,0,1,,0,0,0,0,0
294007,7,16,7,3,3,11,0,107,1,1,2,35,1,1,,35,0,0,0,0
294011,7,14,12,3,3,81,0,139,41,0,-2,25,1,1,,25,0,0,0,0
294016,7,10,7,2,3,39,0,86,1,0,-2,0,0,1,,0,0,0,0,0
294020,7,16,16,3,3,-3,0,107,41,1,2,0,0,1,,0,0,0,0,1
294021,7,-1,-1,3,3,-3,0,89,1,0,-2,30,2,1,,60,1,1,0,1
294024,7,7,7,3,3,34,0,92,1,0,-2,0,0,1,,0,0,0,0,0
294027,7,16,16,3,3,79,0,111,40,1,2,30,3,1,,90,0,0,0,0
294030,7,13,13,3,3,29,0,101,43,1,2,42,2,1,,84,0,0,0,0
294031,7,12,12,3,3,58,0,107,40,1,4,15,2,1,,30,0,0,0,0
294048,7,10,16,4,3,72,0,124,43,0,-2,15,2,1,,30,0,0,0,0
294049,7,7,12,3,3,64,0,117,1,1,2,0,0,1,,0,0,0,0,0
294051,7,12,12,3,3,36,0,106,96,0,-2,33,0,1,,0,0,0,0,0
294062,7,7,7,3,3,12,0,97,39,1,2,35,0,1,,0,0,0,0,0
295001,2,7,7,3,3,46,0,82,1,0,-2,0,0,1,,0,0,0,0,0
295002,2,7,12,3,3,3,0,86,1,1,2,5,1,1,,5,0,0,0,0
295005,2,7,14,3,3,38,0,104,39,0,-2,0,0,1,,0,0,0,0,0
295011,2,13,7,3,3,99,0,120,1,1,2,40,1,1,,40,0,0,0,0
296010,3,12,12,3,3,63,0,101,38,0,-2,27,2,1,,54,0,0,0,0
297007,2,7,7,2,3,32,0,120,1,1,2,0,0,1,,0,0,0,0,0
298002,3,-3,10,3,3,50,0,107,39,1,2,20,1,1,,20,1,0,0,0
298004,3,18,16,4,3,49,0,102,43,0,-2,0,0,1,,0,0,0,0,0
298006,3,12,12,4,3,58,1,129,18,1,2,3,2,1,,6,0,0,0,0
298013,3,14,-1,2,3,10,0,89,39,1,1,0,0,1,,0,0,1,0,0
298020,3,10,-3,3,3,2,0,94,39,1,2,0,0,1,,0,0,1,0,0
298027,3,12,10,3,3,89,0,113,39,0,-2,0,0,1,,0,0,0,0,0
298029,3,7,7,3,3,22,0,92,39,0,-2,35,1,1,,35,0,0,0,0
298031,3,7,7,3,3,8,0,67,39,1,1,15,0,1,,0,0,0,0,0
299001,2,12,12,3,3,71,0,87,1,0,-2,5,0,1,,0,0,0,0,0
299002,2,7,7,4,3,27,0,99,39,1,2,35,1,1,,35,0,0,0,0
299007,2,7,7,3,3,98,1,106,1,1,2,0,0,1,,0,0,0,0,0
299008,2,7,10,3,3,39,0,103,39,1,2,10,1,1,,10,0,0,0,0
299010,2,7,7,3,3,0,0,81,39,1,2,0,0,1,,0,0,0,0,0
299011,2,13,12,4,3,25,0,92,1,0,-2,32,1,1,,32,0,0,0,0
299015,2,7,10,3,3,82,0,103,1,0,-2,32,2,1,,64,0,0,0,0
300004,6,10,10,3,1,79,0,129,1,0,-2,0,0,1,,0,0,0,0,0
300005,6,12,7,3,1,83,0,133,1,0,-2,30,1,1,,30,0,0,0,0
300007,6,13,13,3,1,1,0,75,1,0,-2,35,1,1,,35,0,0,0,0
300010,6,10,12,3,1,74,1,109,1,0,-2,15,2,1,,30,0,0,0,0
300012,6,12,12,3,1,12,0,87,1,0,-2,25,2,1,,50,0,0,0,0
300019,6,14,10,4,1,6,1,86,1,1,2,20,1,1,,20,0,0,0,0
300020,6,14,16,3,1,14,1,117,1,1,2,38,0,1,,0,0,0,0,0
300021,6,7,12,3,1,12,0,93,1,1,2,17,2,1,,34,0,0,0,0
300023,6,16,16,4,1,95,1,123,1,1,2,0,0,1,,0,0,0,0,0
300029,6,7,16,2,1,68,1,120,1,1,2,15,2,1,,30,0,0,0,0
300031,6,7,12,3,1,44,1,103,1,1,2,0,0,1,,0,0,0,0,0
300036,6,12,13,3,1,98,1,123,1,1,4,0,0,1,,0,0,0,0,0
301001,9,13,12,3,3,18,0,109,39,0,-2,0,0,1,,0,0,0,0,0
301007,9,-3,12,2,3,99,1,109,1,0,-2,25,0,1,,0,1,0,0,0
301008,9,7,10,3,3,64,1,97,38,1,2,10,1,1,,10,0,0,0,0
302004,4,7,16,3,3,49,0,109,96,1,2,36,0,1,,0,0,0,0,0
302005,4,10,10,3,3,67,0,102,43,0,-2,5,1,1,,5,0,0,0,0
302010,4,7,10,3,3,35,0,86,18,1,1,36,6,1,,216,0,0,0,0
302016,4,16,12,3,3,85,0,118,1,1,2,25,1,1,,25,0,0,0,0
302017,4,12,13,4,3,12,0,86,1,0,-2,15,1,1,,15,0,0,0,0
302018,4,14,16,3,3,61,0,99,44,1,1,0,0,1,,0,0,0,0,0
302021,4,7,12,4,3,90,0,118,39,1,2,4,1,1,,4,0,0,0,0
302023,4,7,7,3,3,45,0,106,39,1,2,30,1,1,,30,0,0,0,0
302024,4,12,7,3,3,13,0,89,1,0,-2,0,0,1,,0,0,0,0,0
302027,4,10,7,3,3,96,0,118,44,1,2,0,0,1,,0,0,0,0,0
302031,4,7,7,3,3,65,0,99,43,0,-2,0,0,1,,0,0,0,0,0
302035,4,-1,10,3,3,25,0,88,1,0,-2,32,1,1,,32,1,0,0,0
302041,4,7,7,3,3,30,0,98,43,1,2,18,1,1,,18,0,0,0,0
302042,4,16,7,3,3,31,0,79,43,1,2,38,2,1,,76,0,0,0,0
303001,2,18,12,3,3,45,0,120,39,1,2,35,1,1,,35,0,0,0,0
303003,2,7,12,3,3,27,0,94,1,1,2,0,0,1,,0,0,0,0,0
303004,2,-3,-3,4,3,36,0,81,1,0,-2,0,0,1,,0,1,1,0,0
304005,3,7,7,3,3,95,1,124,39,0,-2,30,2,1,,60,0,0,0,0
305007,4,13,16,4,3,40,0,89,96,0,-2,20,1,1,,20,0,0,0,0
305021,4,7,12,4,3,72,0,104,1,1,4,15,1,1,,15,0,0,0,0
306003,2,13,12,3,3,30,1,78,38,1,2,33,2,1,,66,0,0,0,0
307004,3,7,14,4,3,22,0,124,39,1,2,33,4,1,,132,0,0,0,0
307007,3,7,7,3,3,37,0,101,39,0,-2,0,0,1,,0,0,0,0,0
307008,3,10,10,3,3,93,1,112,39,1,4,0,0,1,,0,0,0,0,0
307014,3,10,12,-3,3,63,0,120,42,0,-2,30,2,1,,60,0,0,1,0
308005,3,12,10,3,3,11,0,109,39,1,2,25,3,1,,75,0,0,0,0
308008,3,12,7,3,3,93,0,115,39,0,-2,0,0,1,,0,0,0,0,0
309004,4,10,12,3,3,12,0,117,39,1,2,40,2,1,,80,0,0,0,0
309005,4,14,-1,3,3,2,0,99,1,1,2,16,4,1,,64,0,1,0,0
309007,4,7,7,3,3,31,0,88,43,0,-2,6,1,1,,6,0,0,0,0
309009,4,7,7,3,3,20,0,91,39,0,-2,0,0,1,,0,0,0,0,0
309012,4,-1,-1,3,3,46,0,103,1,1,2,35,2,1,,70,1,1,0,0
309013,4,7,12,3,3,70,0,107,39,0,-2,10,1,1,,10,0,0,0,0
309016,4,-1,7,3,3,4,0,111,1,1,2,40,1,1,,40,1,0,0,0
309018,4,-1,12,3,3,2,0,106,39,1,2,30,2,1,,60,1,0,0,0
309019,4,13,7,4,3,52,0,115,43,1,4,8,1,1,,8,0,0,0,0
309023,4,7,7,4,3,19,0,79,39,0,-2,35,2,1,,70,0,0,0,0
309030,4,14,10,3,3,36,0,99,43,1,2,29,1,1,,29,0,0,0,0
309032,4,16,-1,4,3,71,0,120,41,1,4,16,3,1,,48,0,1,0,0
309035,4,13,10,3,3,31,0,104,96,0,-2,0,0,1,,0,0,0,0,0
309036,4,14,12,3,3,25,0,120,1,0,-2,15,1,1,,15,0,0,0,0
309044,4,10,10,2,3,75,0,133,1,1,2,20,1,1,,20,0,0,0,0
309046,4,16,14,5,3,92,0,145,41,1,2,10,3,1,,30,0,0,0,0
310002,2,13,12,3,3,90,1,145,39,1,2,29,1,1,,29,0,0,0,0
310003,2,7,7,3,3,20,0,85,39,0,-2,12,1,1,,12,0,0,0,0
310005,2,7,7,3,3,55,0,97,39,1,2,0,0,1,,0,0,0,0,0
311009,4,12,10,3,3,97,1,123,43,1,2,16,1,1,,16,0,0,0,0
311010,4,7,12,3,3,38,0,103,1,0,-2,18,0,1,,0,0,0,0,0
311019,4,13,10,3,3,19,0,94,39,0,-2,4,1,1,,4,0,0,0,0
312005,3,7,-3,3,3,2,0,93,1,0,-2,20,2,1,,40,0,1,0,0
312006,3,10,16,4,3,55,0,123,39,0,-2,5,1,1,,5,0,0,0,0
312009,3,16,7,4,3,33,0,117,39,1,2,20,2,1,,40,0,0,0,0
312011,3,13,12,3,3,93,1,133,43,1,4,37,1,1,,37,0,0,0,0
313006,2,12,12,4,3,18,0,71,96,0,-2,0,0,1,,0,0,0,0,0
315004,4,10,10,4,3,9,0,96,43,1,2,36,2,1,,72,0,0,0,0
315005,4,7,7,3,3,41,1,103,39,0,-2,0,0,1,,0,0,0,0,0
315017,4,10,16,3,3,68,0,106,1,1,2,22,2,1,,44,0,0,0,0
315018,4,12,12,3,3,82,0,121,1,0,-2,10,2,1,,20,0,0,0,0
315019,4,10,14,3,3,34,0,109,40,1,2,30,1,1,,30,0,0,0,0
316001,4,7,7,3,3,38,0,98,1,1,2,0,0,1,,0,0,0,0,0
316006,4,13,12,3,3,81,0,111,39,0,-2,31,1,1,,31,0,0,0,0
316009,4,7,7,3,3,97,1,106,1,1,2,0,0,1,,0,0,0,0,0
316011,4,13,12,3,3,42,0,117,1,1,2,20,1,1,,20,0,0,0,0
316013,4,7,12,3,3,78,0,109,1,1,2,32,2,1,,64,0,0,0,0
316015,4,7,7,3,3,8,0,86,1,1,2,15,1,1,,15,0,0,0,0
316016,4,10,7,-3,3,84,0,112,1,0,-2,0,0,1,,0,0,0,1,0
317002,4,10,7,3,3,64,0,118,39,1,4,0,0,1,,0,0,0,0,0
317005,4,-1,12,3,3,23,0,86,43,1,2,0,0,1,,0,1,0,0,0
317006,4,12,16,3,3,8,0,67,39,0,-2,0,0,1,,0,0,0,0,0
317009,4,-1,7,4,3,31,1,109,68,1,4,19,2,1,,38,1,0,0,0
317010,4,7,12,3,3,67,0,111,43,1,2,26,3,1,,78,0,0,0,0
317016,4,16,7,3,3,51,0,102,39,1,2,0,0,1,,0,0,0,0,0
319001,2,7,7,4,3,13,0,87,1,0,-2,20,2,1,,40,0,0,0,0
319002,2,12,16,3,3,15,0,89,39,1,2,30,1,1,,30,0,0,0,0
319004,2,7,7,3,3,24,0,92,1,0,-2,20,1,1,,20,0,0,0,0
319006,2,10,12,3,3,96,1,115,39,0,-2,0,0,1,,0,0,0,0,0
319007,2,7,7,4,3,41,0,75,38,0,-2,0,0,1,,0,0,0,0,0
319010,2,-3,13,3,3,7,0,103,1,1,2,10,1,1,,10,1,0,0,0
320006,4,12,7,2,1,78,0,103,1,1,2,29,2,1,,58,0,0,0,0
320010,4,14,12,3,1,62,0,111,1,0,-2,0,0,1,,0,0,0,0,0
320019,4,10,7,3,1,3,0,102,1,0,-2,35,1,1,,35,0,0,0,0
321001,2,7,7,3,3,19,0,97,1,1,2,15,0,1,,0,0,0,0,0
321004,2,7,7,3,3,0,0,87,1,1,1,10,1,1,,10,0,0,0,0
322001,2,12,12,3,3,38,1,96,39,1,2,0,0,1,,0,0,0,0,0
322002,2,12,7,4,3,62,0,94,1,1,1,20,1,1,,20,0,0,0,0
