iduser,pop57,edfa57q,edmo57q,sesp57,hsdm57,hsrankq,tchevl,gwiiq_bm,relfml,milty,mlentr,mx014rer,mx015rer,iduser0,sexrsp,packyears,edfa57qmis,edmo57qmis,sesp57mis,hsrankqmis
372032,9,10,12,4,1,7,0,104,1,0,-2,30,2,1,,60,0,0,0,0
372043,9,10,10,4,1,91,1,104,1,1,4,0,0,1,,0,0,0,0,0
372050,9,-1,-1,3,1,77,0,97,1,1,2,37,2,1,,74,1,1,0,0
372055,9,13,12,3,1,9,0,96,1,0,-2,0,0,1,,0,0,0,0,0
372063,9,10,10,3,1,88,0,118,1,1,2,0,0,1,,0,0,0,0,0
372067,9,16,12,4,1,65,0,129,1,0,-2,15,2,1,,30,0,0,0,0
372073,9,-1,13,3,1,32,0,107,1,0,-2,0,0,1,,0,1,0,0,0
372076,9,16,7,4,1,76,0,117,1,1,2,15,1,1,,15,0,0,0,0
372078,9,16,14,3,1,7,0,121,1,0,-2,0,0,1,,0,0,0,0,0
372086,9,7,7,3,1,32,0,102,1,1,4,0,0,1,,0,0,0,0,0
372088,9,12,13,3,1,92,0,118,1,0,-2,16,2,1,,32,0,0,0,0
372089,9,12,10,3,1,80,0,120,1,0,-2,0,0,1,,0,0,0,0,0
372093,9,7,7,4,1,13,1,97,1,0,-2,0,0,1,,0,0,0,0,0
372106,9,13,-3,3,1,73,1,133,1,1,2,0,0,1,,0,0,1,0,0
372115,9,7,10,2,1,3,0,93,1,1,2,30,1,1,,30,0,0,0,0
372116,9,7,7,-3,1,14,0,109,1,0,-2,35,1,1,,35,0,0,1,0
372121,9,12,-1,3,1,70,0,109,1,0,-2,20,1,1,,20,0,1,0,0
372123,9,13,7,3,1,1,0,92,1,1,2,0,0,1,,0,0,0,0,0
373001,2,13,16,5,3,79,0,113,1,0,-2,12,1,1,,12,0,0,0,0
373002,2,7,7,-3,3,43,0,107,18,0,-2,13,1,1,,13,0,0,1,0
374003,8,12,16,3,3,86,0,111,40,1,4,0,0,1,,0,0,0,0,0
374015,8,16,16,2,3,32,0,98,38,1,2,10,0,1,,0,0,0,0,0
374019,8,12,16,3,3,90,1,133,39,1,0,6,0,1,,0,0,0,0,0
374020,8,14,16,4,3,53,0,123,22,1,2,0,0,1,,0,0,0,0,0
374021,8,16,16,4,3,21,0,98,38,1,2,9,1,1,,9,0,0,0,0
374023,8,18,13,2,3,-3,0,101,1,0,-2,14,2,1,,28,0,0,0,1
374025,8,14,16,5,3,76,0,124,1,0,-2,12,2,1,,24,0,0,0,0
374031,8,18,18,3,3,30,0,112,38,1,2,0,0,1,,0,0,0,0,0
374033,8,16,14,5,3,55,0,127,96,0,-2,0,0,1,,0,0,0,0,0
374037,8,16,10,3,3,21,0,109,96,1,2,20,0,1,,0,0,0,0,0
374044,8,12,7,4,3,13,0,97,1,1,2,0,0,1,,0,0,0,0,0
374046,8,7,7,3,3,19,0,94,39,1,2,0,0,1,,0,0,0,0,0
374052,8,12,10,3,3,53,0,93,1,1,2,0,0,1,,0,0,0,0,0
374054,8,16,16,3,3,39,0,111,1,1,2,32,1,1,,32,0,0,0,0
374056,8,10,16,4,3,23,0,94,39,1,2,0,0,1,,0,0,0,0,0
374060,8,7,12,3,3,8,0,71,43,1,2,30,1,1,,30,0,0,0,0
374061,8,13,7,2,3,72,0,106,1,1,2,12,2,1,,24,0,0,0,0
374063,8,18,18,2,3,60,0,107,43,0,-2,0,0,1,,0,0,0,0,0
374064,8,14,12,3,3,4,0,111,39,1,2,30,1,1,,30,0,0,0,0
374066,8,18,16,-3,3,87,0,117,40,1,2,0,0,1,,0,0,0,1,0
374068,8,13,13,3,3,77,0,104,39,0,-2,27,2,1,,54,0,0,0,0
374069,8,18,16,3,3,17,0,98,44,0,-2,10,1,1,,10,0,0,0,0
374073,8,18,16,5,3,39,0,99,96,0,-2,0,0,1,,0,0,0,0,0
374075,8,14,-3,4,3,44,0,85,39,0,-2,15,1,1,,15,0,1,0,0
374078,8,7,7,3,3,36,0,93,1,1,2,4,1,1,,4,0,0,0,0
374080,8,14,12,2,3,65,0,92,39,0,-2,0,0,1,,0,0,0,0,0
374082,8,18,18,4,3,84,0,117,96,1,2,0,0,1,,0,0,0,0,0
374085,8,10,12,3,3,64,0,109,96,0,-2,0,0,1,,0,0,0,0,0
375001,3,7,7,3,3,52,0,111,39,0,-2,35,1,1,,35,0,0,0,0
375003,3,7,14,3,3,80,0,111,40,0,-2,0,0,1,,0,0,0,0,0
375004,3,10,12,2,3,68,0,123,40,0,-2,30,2,1,,60,0,0,0,0
375005,3,12,14,3,3,78,0,107,40,0,-2,0,0,1,,0,0,0,0,0
375009,3,10,10,4,3,5,0,76,43,0,-2,5,1,1,,5,0,0,0,0
375010,3,-1,-1,3,3,28,0,88,40,1,2,0,0,1,,0,1,1,0,0
376002,3,7,7,3,3,59,0,104,96,0,-2,22,1,1,,22,0,0,0,0
376004,3,10,7,4,3,86,0,133,1,0,-2,15,1,1,,15,0,0,0,0
376007,3,7,10,4,3,18,0,97,42,1,2,10,2,1,,20,0,0,0,0
376008,3,7,7,3,3,16,0,83,43,1,1,30,1,1,,30,0,0,0,0
376015,3,18,16,4,3,73,0,125,1,1,2,20,2,1,,40,0,0,0,0
376016,3,10,7,4,3,92,0,112,39,0,-2,0,0,1,,0,0,0,0,0
377005,2,7,7,2,3,28,0,115,43,1,2,3,1,1,,3,0,0,0,0
377006,2,10,7,3,3,84,0,94,39,1,2,3,1,1,,3,0,0,0,0
377013,2,10,7,2,3,7,0,79,1,1,1,0,0,1,,0,0,0,0,0
378003,2,7,7,3,3,43,0,94,39,1,2,35,0,1,,0,0,0,0,0
378004,2,7,16,3,3,56,0,115,96,1,2,0,0,1,,0,0,0,0,0
378007,2,10,12,3,3,16,0,92,39,1,2,20,2,1,,40,0,0,0,0
378010,2,-1,-1,3,3,99,0,91,96,0,-2,0,0,1,,0,1,1,0,0
378012,2,12,12,4,3,5,0,86,39,1,2,0,0,1,,0,0,0,0,0
378014,2,7,7,3,3,11,0,67,1,1,2,0,0,1,,0,0,0,0,0
378018,2,16,7,3,3,94,1,117,39,0,-2,0,0,1,,0,0,0,0,0
378020,2,7,13,4,3,37,0,102,1,0,-2,30,0,1,,0,0,0,0,0
379002,3,16,12,4,3,85,0,115,39,0,-2,0,0,1,,0,0,0,0,0
379004,3,7,7,2,3,83,1,96,1,1,1,2,0,1,,0,0,0,0,0
379005,3,10,12,3,3,35,0,88,39,1,2,0,0,1,,0,0,0,0,0
379007,3,7,7,4,3,37,0,96,39,0,-2,10,2,1,,20,0,0,0,0
379013,3,16,13,4,3,56,0,118,38,0,-2,37,2,1,,74,0,0,0,0
379015,3,13,12,3,3,79,0,101,38,0,-2,0,0,1,,0,0,0,0,0
379018,3,12,12,3,3,27,0,103,39,0,-2,35,1,1,,35,0,0,0,0
379019,3,18,12,5,3,65,0,120,1,1,2,35,1,1,,35,0,0,0,0
379020,3,13,-3,3,3,63,0,87,39,1,2,0,0,1,,0,0,1,0,0
379022,3,-1,7,3,3,67,0,88,43,0,-2,0,0,1,,0,1,0,0,0
379023,3,13,12,3,3,84,0,107,39,0,-2,20,3,1,,60,0,0,0,0
380004,5,-1,-1,4,3,27,0,94,1,0,-2,0,0,1,,0,1,1,0,0
380005,5,12,12,3,3,67,0,139,1,1,2,14,2,1,,28,0,0,0,0
380009,5,16,16,4,3,82,0,115,41,0,-2,10,1,1,,10,0,0,0,0
380010,5,7,7,4,3,19,0,85,1,0,-2,25,2,1,,50,0,0,0,0
380019,5,12,12,3,3,54,0,112,43,0,-2,30,2,1,,60,0,0,0,0
380021,5,7,16,3,3,52,0,109,1,1,2,20,1,1,,20,0,0,0,0
380024,5,12,12,3,3,96,1,145,1,0,-2,5,1,1,,5,0,0,0,0
380032,5,16,16,4,3,93,1,139,38,1,4,20,1,1,,20,0,0,0,0
380034,5,16,12,3,3,9,0,106,1,1,2,35,2,1,,70,0,0,0,0
380035,5,12,7,3,3,83,1,113,39,0,-2,20,6,1,,120,0,0,0,0
380039,5,16,16,4,3,45,0,103,43,1,2,8,1,1,,8,0,0,0,0
380045,5,-1,-1,3,3,26,0,98,39,1,2,20,1,1,,20,1,1,0,0
380046,5,18,16,4,3,85,0,120,38,0,-2,5,1,1,,5,0,0,0,0
380047,5,16,16,3,3,75,0,124,43,1,2,0,0,1,,0,0,0,0,0
380050,5,7,7,3,3,81,0,107,39,0,-2,0,0,1,,0,0,0,0,0
380055,5,16,12,4,3,15,0,103,38,0,-2,0,0,1,,0,0,0,0,0
380059,5,12,12,4,3,85,0,125,39,0,-2,0,0,1,,0,0,0,0,0
381002,3,7,12,3,3,50,0,93,1,1,2,0,0,1,,0,0,0,0,0
382002,2,7,7,3,3,-3,0,107,42,0,-2,0,0,1,,0,0,0,0,1
382003,2,10,14,3,3,55,0,102,39,1,1,15,2,1,,30,0,0,0,0
382007,2,7,12,3,3,-3,0,101,43,1,2,25,1,1,,25,0,0,0,1
382008,2,7,-1,3,3,-3,0,92,42,1,2,0,0,1,,0,0,1,0,1
383005,2,12,12,4,3,58,0,96,39,1,2,0,0,1,,0,0,0,0,0
384003,2,10,10,3,3,73,0,83,1,0,-2,24,2,1,,48,0,0,0,0
384006,2,13,7,3,3,51,0,91,39,0,-2,0,0,1,,0,0,0,0,0
384010,2,10,12,2,3,30,0,73,1,1,2,25,1,1,,25,0,0,0,0
384011,2,7,7,3,3,59,0,83,1,1,1,10,1,1,,10,0,0,0,0
385001,4,18,16,4,3,98,1,117,43,0,-2,0,0,1,,0,0,0,0,0
385002,4,14,12,4,3,37,0,76,39,0,-2,30,2,1,,60,0,0,0,0
385004,4,12,7,4,3,80,0,103,39,0,-2,0,0,1,,0,0,0,0,0
386002,4,13,13,3,3,67,0,127,39,0,-2,0,0,1,,0,0,0,0,0
386006,4,7,16,3,3,18,0,93,41,0,-2,20,1,1,,20,0,0,0,0
386007,4,12,13,4,3,82,1,107,39,0,-2,0,0,1,,0,0,0,0,0
386011,4,12,12,3,3,65,0,98,39,0,-2,0,0,1,,0,0,0,0,0
386013,4,-3,-3,-3,3,2,0,87,43,1,2,20,1,1,,20,1,1,1,0
386017,4,-1,7,3,3,86,1,113,39,0,-2,0,0,1,,0,1,0,0,0
387001,2,10,12,4,3,16,0,101,39,1,2,40,2,1,,80,0,0,0,0
387008,2,13,-3,3,3,71,1,117,39,0,-2,33,1,1,,33,0,1,0,0
387009,2,-3,10,2,3,87,1,98,1,0,-2,24,1,1,,24,1,0,0,0
388007,2,12,12,3,3,68,0,107,39,0,-2,0,0,1,,0,0,0,0,0
388008,2,13,7,3,3,40,0,104,39,0,-2,19,2,1,,38,0,0,0,0
389003,7,7,12,3,3,66,0,91,44,0,-2,0,0,1,,0,0,0,0,0
389007,7,14,12,3,3,24,0,118,39,0,-2,0,0,1,,0,0,0,0,0
389024,7,13,16,3,3,78,0,109,39,0,-2,0,0,1,,0,0,0,0,0
389028,7,10,12,4,3,77,0,133,1,0,-2,0,0,1,,0,0,0,0,0
389029,7,7,12,3,3,44,0,118,43,1,2,0,0,1,,0,0,0,0,0
389031,7,12,12,3,3,34,0,112,43,0,-2,35,2,1,,70,0,0,0,0
389033,7,-3,-3,-3,3,39,0,81,39,0,-2,19,1,1,,19,1,1,1,0
389038,7,14,16,4,3,71,0,125,44,0,-2,0,0,1,,0,0,0,0,0
389041,7,12,12,3,3,57,0,106,39,0,-2,34,1,1,,34,0,0,0,0
389043,7,14,7,3,3,12,0,92,39,1,1,0,0,1,,0,0,0,0,0
389047,7,7,7,3,3,64,0,115,40,1,2,0,0,1,,0,0,0,0,0
389049,7,10,12,3,3,25,0,96,96,1,2,22,2,1,,44,0,0,0,0
389051,7,-1,12,3,3,-3,0,88,43,0,-2,0,0,1,,0,1,0,0,1
389057,7,7,12,3,3,68,0,109,43,0,-2,0,0,1,,0,0,0,0,0
389058,7,13,13,4,3,75,0,92,39,0,-2,0,0,1,,0,0,0,0,0
389063,7,7,10,3,3,40,0,120,1,1,1,20,2,1,,40,0,0,0,0
389064,7,13,10,4,3,56,0,85,43,0,-2,0,0,1,,0,0,0,0,0
389068,7,12,10,3,3,34,0,113,39,0,-2,33,2,1,,66,0,0,0,0
389071,7,12,12,-3,3,-3,0,96,44,0,-2,0,0,1,,0,0,0,1,1
389079,7,-1,-1,3,3,26,0,92,39,0,-2,0,0,1,,0,1,1,0,0
389080,7,16,13,3,3,10,0,104,38,0,-2,0,0,1,,0,0,0,0,0
389090,7,7,12,3,3,1,0,112,41,1,2,30,3,1,,90,0,0,0,0
389094,7,14,12,4,3,55,0,106,39,0,-2,40,1,1,,40,0,0,0,0
389096,7,7,7,3,3,58,0,91,96,0,-2,25,1,1,,25,0,0,0,0
389103,7,13,16,4,3,18,0,109,1,0,-2,25,1,1,,25,0,0,0,0
390004,4,13,12,3,3,36,0,113,43,0,-2,0,0,1,,0,0,0,0,0
390008,4,7,14,3,3,7,0,89,1,1,2,35,2,1,,70,0,0,0,0
390015,4,7,10,3,3,99,0,101,39,1,2,0,0,1,,0,0,0,0,0
390016,4,7,10,3,3,99,0,104,1,1,2,36,1,1,,36,0,0,0,0
390017,4,7,12,3,3,17,0,101,39,0,-2,25,1,1,,25,0,0,0,0
390019,4,12,12,3,3,30,0,85,39,1,2,30,1,1,,30,0,0,0,0
390022,4,12,12,3,3,99,0,91,39,1,2,0,0,1,,0,0,0,0,0
390026,4,7,-1,2,3,70,0,97,1,0,-2,3,0,1,,0,0,1,0,0
390027,4,10,7,-3,3,5,0,103,1,1,2,39,2,1,,78,0,0,1,0
390031,4,12,12,3,3,99,0,104,43,0,-2,0,0,1,,0,0,0,0,0
390032,4,10,10,3,3,99,0,112,1,0,-2,10,1,1,,10,0,0,0,0
390035,4,10,12,3,3,18,0,97,18,1,2,15,1,1,,15,0,0,0,0
392003,9,16,16,4,2,53,0,107,38,0,-2,0,0,1,,0,0,0,0,0
392005,9,18,18,4,2,89,0,129,41,0,-2,0,0,1,,0,0,0,0,0
393004,2,7,12,4,3,72,0,121,39,0,-2,10,0,1,,0,0,0,0,0
393013,2,7,16,4,3,70,0,118,39,1,2,30,2,1,,60,0,0,0,0
393016,2,10,13,3,3,9,0,99,1,1,2,25,2,1,,50,0,0,0,0
394002,2,7,12,2,3,36,0,88,1,0,-2,38,2,1,,76,0,0,0,0
394004,2,7,10,3,3,27,0,88,38,1,2,17,1,1,,17,0,0,0,0
395001,9,16,12,5,1,-3,0,112,1,0,-2,24,2,1,,48,0,0,0,1
395002,4,18,12,3,3,-3,0,104,1,1,2,25,3,1,,75,0,0,0,1
395003,9,-1,12,3,1,-3,0,99,1,0,-2,30,0,1,,0,1,0,0,1
395004,9,-1,-1,3,1,-3,0,98,1,1,2,12,1,1,,12,1,1,0,1
395007,9,12,12,4,1,-3,0,85,1,1,2,25,0,1,,0,0,0,0,1
395008,9,-1,18,3,1,42,0,99,1,0,-2,0,0,1,,0,1,0,0,0
395009,9,12,12,3,1,-3,0,98,1,1,2,16,1,1,,16,0,0,0,1
395010,9,12,12,3,1,-3,0,103,1,1,2,0,0,1,,0,0,0,0,1
396003,2,7,12,4,3,28,0,103,43,0,-2,30,1,1,,30,0,0,0,0
396008,2,-3,-3,-3,3,-3,0,76,39,1,2,35,2,1,,70,1,1,1,1
397002,3,16,7,3,3,58,0,101,1,1,2,12,1,1,,12,0,0,0,0
397018,3,7,7,3,3,63,0,103,96,1,2,10,1,1,,10,0,0,0,0
397020,3,12,12,3,3,48,0,103,39,1,2,37,2,1,,74,0,0,0,0
397021,3,14,12,3,3,30,0,102,39,1,2,0,0,1,,0,0,0,0,0
397022,3,7,10,3,3,66,0,104,39,1,2,0,0,1,,0,0,0,0,0
398001,2,7,7,3,3,95,1,118,39,0,-2,0,0,1,,0,0,0,0,0
398009,2,12,12,3,3,82,0,123,1,0,-2,5,0,1,,0,0,0,0,0
399005,3,7,7,3,3,50,0,93,39,0,-2,30,1,1,,30,0,0,0,0
399007,3,16,12,4,3,18,0,82,43,1,2,8,2,1,,16,0,0,0,0
399008,3,12,12,4,3,37,0,77,43,1,2,4,1,1,,4,0,0,0,0
399010,3,14,12,3,3,18,0,98,43,0,-2,12,1,1,,12,0,0,0,0
399012,3,16,16,3,3,61,0,109,1,0,-2,15,1,1,,15,0,0,0,0
399013,3,7,12,3,3,24,0,77,39,0,-2,33,0,1,,0,0,0,0,0
400001,2,12,12,3,3,61,0,101,43,1,2,0,0,1,,0,0,0,0,0
400002,2,12,16,3,3,42,0,106,1,1,2,6,2,1,,12,0,0,0,0
400003,2,10,12,3,3,16,0,98,39,1,2,5,1,1,,5,0,0,0,0
400005,2,13,12,3,3,68,0,117,1,0,-2,20,3,1,,60,0,0,0,0
400009,2,7,7,3,3,39,0,115,96,1,2,15,2,1,,30,0,0,0,0
400010,2,7,12,3,3,34,0,93,1,1,1,0,0,1,,0,0,0,0,0
401002,2,7,12,3,3,4,0,113,39,1,2,30,0,1,,0,0,0,0,0
401003,2,7,12,3,3,22,0,77,39,0,-2,30,2,1,,60,0,0,0,0
402002,2,7,7,3,3,30,0,85,1,0,-2,0,0,1,,0,0,0,0,0
402005,2,7,12,3,3,78,0,113,39,0,-2,36,1,1,,36,0,0,0,0
403002,6,7,7,3,3,73,0,118,39,0,-2,0,0,1,,0,0,0,0,0
403004,6,10,10,3,3,51,0,97,43,1,2,20,0,1,,0,0,0,0,0
403005,6,10,10,3,3,36,0,86,39,1,1,0,0,1,,0,0,0,0,0
403007,6,10,10,3,3,51,0,71,39,1,2,22,1,1,,22,0,0,0,0
403010,6,12,12,3,3,46,0,73,39,0,-2,0,0,1,,0,0,0,0,0
403012,6,10,18,3,3,90,0,124,39,1,1,10,1,1,,10,0,0,0,0
403018,6,10,10,3,3,27,0,94,39,1,2,0,0,1,,0,0,0,0,0
403020,6,12,10,3,3,12,0,106,96,1,2,30,2,1,,60,0,0,0,0
403024,6,-3,-3,-3,3,8,0,89,39,0,-2,20,1,1,,20,1,1,1,0
403025,6,10,10,1,3,42,0,89,39,0,-2,0,0,1,,0,0,0,0,0
403030,6,10,12,3,3,9,0,89,96,0,-2,19,1,1,,19,0,0,0,0
403033,6,10,12,3,3,84,1,113,39,0,-2,0,0,1,,0,0,0,0,0
403035,6,7,-3,3,3,12,0,83,1,1,2,41,2,1,,82,0,1,0,0
404002,2,7,7,3,3,33,0,123,43,1,2,0,0,1,,0,0,0,0,0
404004,2,7,14,2,3,57,0,113,43,0,-2,0,0,1,,0,0,0,0,0
405003,2,12,7,3,3,87,0,115,40,1,2,25,2,1,,50,0,0,0,0
406001,2,7,16,3,3,-3,0,111,1,0,-2,36,2,1,,72,0,0,0,1
406003,2,12,10,3,3,-3,0,96,1,0,-2,35,2,1,,70,0,0,0,1
406004,2,7,10,3,3,66,0,103,96,1,2,0,0,1,,0,0,0,0,0
406006,2,10,13,3,3,87,0,118,39,1,1,15,1,1,,15,0,0,0,0
406008,2,7,10,3,3,21,0,85,39,0,-2,14,1,1,,14,0,0,0,0
407001,2,7,7,3,3,20,0,92,1,1,2,28,1,1,,28,0,0,0,0
407005,2,7,12,4,3,88,0,103,39,0,-2,2,3,1,,6,0,0,0,0
407007,2,14,10,3,3,28,0,106,39,1,2,9,0,1,,0,0,0,0,0
408002,4,10,12,3,3,98,1,109,1,0,-2,0,0,1,,0,0,0,0,0
408006,4,7,10,-3,3,2,0,77,39,0,-2,3,1,1,,3,0,0,1,0
408010,4,12,7,3,3,78,0,123,39,0,-2,3,2,1,,6,0,0,0,0
408018,4,12,12,3,3,94,1,112,43,0,-2,33,1,1,,33,0,0,0,0
410003,2,7,7,4,3,79,0,106,43,0,-2,0,0,1,,0,0,0,0,0
411004,2,7,12,3,3,46,0,115,1,0,-2,25,0,1,,0,0,0,0,0
411005,2,7,10,3,3,39,0,97,39,0,-2,0,0,1,,0,0,0,0,0
411008,2,7,10,3,3,50,0,109,39,0,-2,0,0,1,,0,0,0,0,0
412003,3,7,7,2,3,94,0,124,1,0,-2,0,0,1,,0,0,0,0,0
413002,2,7,7,3,3,5,0,97,39,0,-2,25,1,1,,25,0,0,0,0
414002,4,10,10,3,3,25,0,89,39,0,-2,15,2,1,,30,0,0,0,0
414011,4,7,7,3,3,32,1,94,1,0,-2,10,1,1,,10,0,0,0,0
415004,2,7,10,3,3,70,0,89,1,1,1,0,0,1,,0,0,0,0,0
416003,2,13,12,3,3,26,0,101,43,0,-2,6,2,1,,12,0,0,0,0
416004,2,7,7,3,3,-3,0,101,96,0,-2,15,1,1,,15,0,0,0,1
416006,2,-1,-1,3,3,11,0,71,43,1,1,15,1,1,,15,1,1,0,0
417001,4,7,7,3,3,17,0,117,1,0,-2,36,1,1,,36,0,0,0,0
417009,4,7,7,4,3,28,0,109,39,0,-2,35,1,1,,35,0,0,0,0
417015,4,12,12,4,3,56,0,117,39,1,2,13,0,1,,0,0,0,0,0
417019,4,7,7,3,3,24,0,78,1,1,2,0,0,1,,0,0,0,0,0
417021,4,12,7,4,3,27,0,123,1,0,-2,15,1,1,,15,0,0,0,0
417024,4,7,7,3,3,11,0,91,39,0,-2,0,0,1,,0,0,0,0,0
417027,4,12,13,3,3,75,0,129,1,0,-2,30,2,1,,60,0,0,0,0
417029,4,16,12,4,3,86,0,120,39,0,-2,5,0,1,,0,0,0,0,0
417036,4,7,7,2,3,6,0,92,43,1,2,0,0,1,,0,0,0,0,0
417043,4,7,7,3,3,76,0,120,1,1,2,0,0,1,,0,0,0,0,0
417044,4,7,12,2,3,90,1,117,39,1,4,0,0,1,,0,0,0,0,0
417045,4,10,10,4,3,3,0,75,39,1,2,0,0,1,,0,0,0,0,0
417047,4,10,12,2,3,69,1,139,39,1,1,39,1,1,,39,0,0,0,0
417051,4,10,7,3,3,65,0,107,1,0,-2,0,0,1,,0,0,0,0,0
417052,4,-1,-1,-3,3,17,0,87,39,1,2,39,1,1,,39,1,1,1,0
417055,4,12,7,3,3,2,0,83,1,0,-2,30,1,1,,30,0,0,0,0
417056,4,-3,13,4,3,8,0,109,39,0,-2,15,0,1,,0,1,0,0,0
418004,2,10,10,3,3,11,0,75,1,0,-2,30,1,1,,30,0,0,0,0
419002,9,18,13,5,2,42,0,117,39,0,-2,0,0,1,,0,0,0,0,0
419012,9,16,16,4,2,61,0,96,39,1,2,0,0,1,,0,0,0,0,0
419014,9,13,13,3,2,76,0,113,39,0,-2,0,0,1,,0,0,0,0,0
419017,9,13,10,3,2,0,0,101,39,0,-2,1,1,1,,1,0,0,0,0
419024,9,7,7,3,2,35,0,89,39,1,2,35,1,1,,35,0,0,0,0
419049,9,7,13,2,2,9,0,113,39,1,1,36,1,1,,36,0,0,0,0
419050,9,10,10,3,2,63,0,112,39,0,-2,0,0,1,,0,0,0,0,0
419056,9,13,12,4,2,69,0,115,39,0,-2,10,1,1,,10,0,0,0,0
419058,9,7,7,5,2,63,0,129,39,0,-2,20,1,1,,20,0,0,0,0
420003,4,7,12,4,3,64,0,98,38,1,2,0,0,1,,0,0,0,0,0
420005,4,7,10,3,3,79,1,117,40,0,-2,0,0,1,,0,0,0,0,0
420006,4,10,12,3,3,78,1,86,40,0,-2,0,0,1,,0,0,0,0,0
420008,4,12,7,3,3,12,0,97,1,0,-2,35,6,1,,210,0,0,0,0
420022,4,12,12,3,3,9,0,86,39,0,-2,0,0,1,,0,0,0,0,0
421002,3,7,-3,3,3,12,0,73,39,0,-2,0,0,1,,0,0,1,0,0
421005,3,12,16,3,3,48,0,97,40,0,-2,0,0,1,,0,0,0,0,0
421008,3,7,12,3,3,51,0,79,39,0,-2,0,0,1,,0,0,0,0,0
421011,3,7,12,3,3,76,0,112,1,1,1,30,5,1,,150,0,0,0,0
421021,3,12,12,3,3,20,0,86,39,0,-2,0,0,1,,0,0,0,0,0
422004,6,7,12,3,3,25,0,89,43,0,-2,0,0,1,,0,0,0,0,0
422008,6,12,12,4,3,92,0,103,1,1,2,0,0,1,,0,0,0,0,0
422011,6,13,12,3,3,73,1,107,1,0,-2,35,3,1,,105,0,0,0,0
422016,6,7,16,3,3,54,0,83,39,1,1,30,1,1,,30,0,0,0,0
422020,6,7,-3,3,3,62,0,97,1,0,-2,22,2,1,,44,0,1,0,0
422024,6,-3,-3,3,3,17,0,111,39,1,2,40,1,1,,40,1,1,0,0
422025,6,-3,7,3,3,68,0,109,39,0,-2,37,1,1,,37,1,0,0,0
422030,6,7,7,2,3,46,1,113,1,0,-2,9,1,1,,9,0,0,0,0
422033,6,13,13,4,3,0,0,94,1,1,2,38,1,1,,38,0,0,0,0
422035,6,7,7,3,3,25,0,92,1,0,-2,8,1,1,,8,0,0,0,0
422041,6,12,12,3,3,48,1,120,1,0,-2,19,3,1,,57,0,0,0,0
422042,6,10,12,4,3,46,0,106,96,0,-2,0,0,1,,0,0,0,0,0
422050,6,14,12,3,3,50,0,92,39,1,2,0,0,1,,0,0,0,0,0
422056,6,13,12,3,3,57,0,129,43,1,2,0,0,1,,0,0,0,0,0
422057,6,7,7,3,3,30,0,109,1,1,2,25,2,1,,50,0,0,0,0
422058,6,7,12,3,3,54,0,83,39,1,2,0,0,1,,0,0,0,0,0
422061,6,12,7,4,3,11,0,111,40,1,2,0,0,1,,0,0,0,0,0
422065,6,10,10,3,3,83,1,127,1,1,2,7,1,1,,7,0,0,0,0
422066,6,7,7,2,3,43,0,97,43,1,2,15,1,1,,15,0,0,0,0
422069,6,10,10,3,3,50,0,107,39,0,-2,0,0,1,,0,0,0,0,0
422075,6,10,14,3,3,78,0,91,1,1,2,30,1,1,,30,0,0,0,0
422079,6,7,10,4,3,67,0,117,96,0,-2,0,0,1,,0,0,0,0,0
422086,6,10,12,3,3,8,0,89,40,1,2,40,1,1,,40,0,0,0,0
422090,6,13,10,3,3,13,0,109,1,0,-2,30,1,1,,30,0,0,0,0
422095,6,7,7,5,3,40,0,109,39,1,2,35,1,1,,35,0,0,0,0
422098,6,7,7,-3,3,4,0,106,40,0,-2,42,1,1,,42,0,0,1,0
422107,6,7,18,3,3,82,1,118,1,0,-2,10,0,1,,0,0,0,0,0
422108,6,12,12,3,3,59,1,115,43,0,-2,0,0,1,,0,0,0,0,0
422114,6,7,10,4,3,65,0,121,1,0,-2,10,2,1,,20,0,0,0,0
422115,6,10,10,2,3,87,0,97,39,0,-2,20,2,1,,40,0,0,0,0
422127,6,14,7,3,3,64,1,102,39,0,-2,0,0,1,,0,0,0,0,0
423001,4,7,12,3,3,23,0,83,1,1,2,30,0,1,,0,0,0,0,0
423004,4,7,14,3,3,66,1,112,1,0,-2,0,0,1,,0,0,0,0,0
423005,4,10,7,3,3,81,1,123,39,1,2,35,1,1,,35,0,0,0,0
423006,4,7,14,2,3,86,1,133,96,0,-2,0,0,1,,0,0,0,0,0
423007,4,16,14,3,3,90,1,121,39,0,-2,6,1,1,,6,0,0,0,0
423009,4,7,7,3,3,77,1,109,39,0,-2,0,0,1,,0,0,0,0,0
423012,4,13,12,3,3,89,1,118,39,1,0,10,1,1,,10,0,0,0,0
423014,4,7,10,3,3,59,0,92,1,1,2,34,2,1,,68,0,0,0,0
423019,4,7,7,3,3,43,0,78,1,1,1,35,0,1,,0,0,0,0,0
425002,3,7,7,3,3,14,0,88,39,1,1,0,0,1,,0,0,0,0,0
425003,3,7,16,2,3,90,0,123,1,0,-2,0,0,1,,0,0,0,0,0
425004,3,7,7,3,3,24,0,83,1,1,1,30,0,1,,0,0,0,0,0
425006,3,16,12,3,3,31,0,89,38,0,-2,0,0,1,,0,0,0,0,0
426001,5,12,7,3,3,96,1,112,39,0,-2,20,1,1,,20,0,0,0,0
426004,5,10,16,3,3,55,0,94,44,1,4,0,0,1,,0,0,0,0,0
426016,5,7,13,3,3,97,1,117,38,0,-2,15,1,1,,15,0,0,0,0
